-0.026451899	-0.017904345	-0.05812347	-0.10060016	0.01942441	-0.005649063	0.017382406	0.022462174	-0.029365132	0.13472837	0.015258464	0.04842316	0.03337144	-0.04249789	0.06885924	-0.077752
-0.0023694308	-0.047768056	-0.043371867	-0.033622336	-0.014683295	0.021553682	0.014799004	0.05339755	-0.010054336	0.13066094	0.08593223	0.06923458	-0.036843784	0.022421919	0.107128344	-0.06309526
0.06642144	0.008809302	-0.019181814	-0.07492668	0.028320998	-0.01656581	0.017007858	-0.011270031	0.06630208	0.107698925	0.0321937	0.046897884	-0.054863892	-0.010949864	0.11683382	0.07839927
-0.036705058	0.0032061127	-0.0900958	-0.03598223	-0.07102363	-0.006943589	-0.027526177	-0.04152164	0.004835838	0.15301172	0.014378345	0.047594484	-0.074336044	-0.011951177	0.06448415	0.047009505
-0.022923307	0.012301185	-0.097453475	-0.07967298	0.020678198	0.031663887	-0.02762461	0.019951181	-0.032425586	0.14435098	-0.015855273	0.01083239	0.011241548	0.021497695	0.01129078	-0.050215866
0.041644428	-0.079888836	-0.023983808	-0.07493846	-0.059664283	-0.03454787	0.0772855	0.03692397	-0.015747132	0.09095311	3.703784e-05	0.011851469	0.018464202	0.06663447	0.027437428	-0.073455386
-0.01723554	0.024857046	0.010454951	-0.09708335	0.025983559	0.031784996	-0.024423182	-0.025685163	0.099549666	0.063458085	-0.05092871	0.08330378	-0.13284802	-0.022278184	0.10012821	-0.07946516
-0.050312206	0.0149993505	-0.052399248	-0.010529937	-0.0044878386	0.024037246	0.015109078	-0.057746064	0.01883654	0.09124154	-0.015767867	0.01617028	0.021105802	-0.028718496	0.05840497	-0.08085707
-0.05939227	0.031448368	-0.0040732804	-0.06698508	0.016606286	-0.0068839313	-0.03587575	0.008408077	-0.020178324	0.11254578	0.04378836	0.018396754	-0.059829198	-0.016655812	0.065047465	-0.0072168442
0.045713346	0.045321457	-0.03551586	-0.130289	0.04332026	0.047707673	0.012254943	-0.027002992	-0.10611524	0.06398774	0.092830695	0.10853024	-0.09929505	0.024349162	0.042796608	-0.07614696
-0.052759215	0.006281976	0.0035601368	-0.01550672	0.040885158	0.029008694	0.017769597	0.06298414	0.048749864	0.050961107	0.041589737	0.11855437	0.011780006	0.065840684	0.065519914	-0.02957079
-0.047859136	-0.040483423	0.0066375174	-0.11787926	-0.051736716	0.037407786	-0.00445698	0.033096444	0.04196484	0.01764632	0.0017838106	0.124506764	-0.07287383	-0.058333483	0.0678498	-0.03443282
-0.032173023	0.03624201	-0.105407394	-0.099195056	0.0017386227	0.055393305	-0.012919628	0.07331523	0.10547492	0.09518312	0.046281442	0.0204645	0.037082575	0.056763772	0.04350001	0.05887213
-0.031542625	0.024947932	-0.10455691	-0.09117591	0.041228604	-0.021433124	-0.045188732	-0.022249967	0.118487775	-0.012568195	-0.016127748	0.010871277	-0.004187434	-0.072092086	0.06045465	-0.16482955
0.013852258	0.08789611	-0.008392562	0.017463809	-0.0071914955	0.072144315	-0.050276488	-0.003332206	-0.025145212	0.18603112	-0.05839075	-0.03455703	0.023780575	0.005320371	0.048848744	-0.12440976
-0.030761912	-0.012808694	0.024975207	-0.029062778	-0.074746884	-0.09333684	0.028086158	0.10712098	0.06972213	0.047825184	0.0003414158	0.057234403	0.05743433	-0.042905707	0.14924431	0.014236891
-0.019954838	0.02518355	-0.030899003	-0.022498406	-0.030027263	-0.03125324	0.013562919	0.0030408767	0.02385411	0.110401414	0.017942525	0.08947677	0.011136864	-0.038901348	0.009242092	-0.056743253
-0.07631746	0.01868109	0.023996176	-0.13319702	-0.077987745	-0.055554334	-0.01587595	0.052002016	-0.040196285	0.056186832	-0.061099783	0.06608417	-0.025417283	-0.116263755	0.089524426	-0.16940367
-0.05961637	-0.03149792	-0.01316275	-0.010965225	0.05578199	-0.001501308	0.035856415	-0.029022211	0.11851192	-0.0281004	0.039048366	0.108711295	-0.059404258	0.038057476	-0.03413402	-0.0071555646
-0.02529742	0.028900992	-0.07703236	-0.14876086	-0.042859923	-0.1616453	-0.07289737	0.07130101	0.019975258	0.117390886	0.033577416	0.13891672	-0.15910475	0.043261826	0.06731954	-0.047298633
-0.048544258	-0.11765647	-0.004498247	-0.09737036	0.101226166	-0.026021944	-0.0054554823	-0.011449885	-0.11638225	0.064717144	0.052597664	0.03042658	0.017251626	-0.08655391	0.0058913897	0.0020698705
-0.063977525	-0.0045651062	0.023433182	0.11270271	-0.06972689	-0.021427494	-0.12255554	-0.041967947	0.09114849	0.018335782	0.07343303	-0.028526468	0.052674815	-0.043071754	0.074487485	-0.15657605
0.0624113	0.108899355	-0.06428636	-0.020291995	0.059277892	-0.0316778	-0.026532533	-0.05795489	-0.19609953	0.19779465	-0.12291354	0.07628785	-0.0112003535	0.037892707	0.002602378	0.07230831
0.009762225	-0.050862297	-0.07225737	-0.06660523	0.053920373	-0.0414354	0.030037178	0.057562616	-0.0010570431	0.08339556	-0.05239216	-0.08645028	0.0022915995	-0.13723639	0.102689795	-0.06693293
0.041920587	0.053705413	-0.0914448	-0.09557003	-0.056532044	-0.0010907274	-0.032374445	-0.044075683	-0.037228607	0.1620511	-0.003891188	0.017896902	0.013290683	-0.06454467	0.035362605	0.032229837
-0.03562798	-0.07532618	0.1456586	0.01603516	-0.042183846	-0.026597593	0.053431783	0.013786268	0.0320401	0.03861415	0.06287956	0.008128322	-0.020769555	-0.1297958	-0.0135551775	-0.09029572
0.014926913	0.04287311	-0.061250057	-0.054136273	0.00035904243	-0.023997545	-0.049827192	-0.02159763	-0.13097177	-0.10710622	0.0009737429	-0.012002391	0.015786158	0.06289546	0.08968067	-0.032775715
-0.033255138	-0.12912078	0.035319462	-0.10927276	-0.052492116	-0.029220488	0.039464355	0.09290197	-0.034821622	-0.050489616	0.01357687	-0.03271051	0.101005666	0.02268232	-0.001854324	0.055047296
-0.042647045	-0.06216508	-0.038008217	0.03486617	-0.10210164	0.05169456	-0.097247675	-0.0137545215	-0.034547538	0.06339026	0.024847891	0.07039088	-0.11354652	-0.03151747	-0.0342908	0.103762306
-0.016099278	-0.011906311	-0.06512271	-0.009568914	-0.0011315652	-0.028393034	-0.053312372	-0.10001814	0.03927013	-0.011373249	0.0814678	-0.037316024	-0.041251525	0.060112074	-0.015693655	0.091272525
-0.010216058	-0.063215695	-0.07637571	-0.117129646	-0.058248688	-0.14587209	-0.085428424	-0.055022225	0.0899248	0.05821448	0.053730305	0.008197731	-0.029654866	0.08514034	0.032134227	0.007907934
